parallax,spect_type  ,vmag ,bv_color
5.26,G2IV/V      ,7.9,0.744
9.11,F5IV/V      ,8.82,0.423
5.23,G5V         ,9.94,0.76
8.58,F5IV/V      ,8.18,0.475
5.73,G1V         ,8.94,0.7
6.87,K0III/IV    ,8.35,0.948
3.92,K0III       ,8.21,1.172
3.84,F5V         ,9.33,0.463
5.23,A3V         ,8.66,0.218
1.79,K4/K5III:   ,8.66,1.576
5.97,F5V         ,9.32,0.407
1.82,K1III:      ,9.01,1.334
9,G3V         ,9.28,0.634
14.23,K0          ,9.71,0.78
14.35,G5V         ,8.83,0.721
4.75,F2IV(m)     ,9.88,0.448
7.06,F2II/III    ,7.56,0.371
10.26,G2IV        ,8.71,0.68
8.97,B2.5IV      ,4.45,-0.188
4.75,F0/F2IV     ,8.91,0.474
3.78,A2m...      ,8.98,0.33
24.32,K1V         ,8.93,0.797
16.46,G0          ,10.11,0.561
11.96,F3V         ,7.18,0.415
5.74,            ,10.36,1.251
8.98,F5V         ,8.24,0.485
5.96,G8V         ,8.84,0.928
10,G5V         ,9.25,0.765
3.41,B9.5V       ,7.45,0.4
5.74,G2/G3V      ,9.77,0.54
2.79,G8III/IV    ,9.09,0.977
5.95,B9IV        ,6.61,0.084
54.92,G3IV        ,5.65,0.6
9.21,K0III       ,5.46,0.957
11.97,F7/G0 + F/G ,8.43,0.569
4.21,A9III       ,8.09,0.366
12.15,M6III       ,5.09,1.276
4.91,G8/K0III    ,8.59,1.025
2.69,A2V         ,8.35,0.207
6.22,            ,10.8,0.715
12.47,F7/F8V      ,7.58,0.513
5.53,F0III/IV    ,7.91,0.314
2.75,K2III:      ,8.84,1.293
4.02,F7IV/V      ,9.38,0.574
10.85,K0IV        ,7.41,0.965
3.03,B9IV/V      ,8.59,0.065
3.08,K2/K3III    ,7.97,1.477
6.56,G3V         ,9.7,0
5.75,A9III       ,8.18,0.478
2.92,Ap...       ,8.07,0.033
3.39,A0V         ,8.05,0.172
4.18,B9/B9.5V    ,7.47,0.037
3.94,F0V         ,8.47,0.344
3.68,B8/B9III    ,8.31,0.022
13.82,K:          ,11.77,1.1
4.25,B4/B5III/IV ,6.81,0.041
11.76,F8V         ,9.04,0.556
14.1,G0          ,9.55,0.544
29.96,K5          ,9.48,1.126
3.46,K1III       ,8.43,1.121
3.25,G5/G6III    ,8.89,1.052
7.35,F0IV/V      ,7.67,0.385
11.28,F0/F2V      ,7.91,0.408
8.23,A4V         ,8.05,0.239
4.3,K0III       ,7.36,1
7.11,G1IV/V      ,9.01,0.625
9.36,K2III       ,5.95,1.173
4.22,K2III       ,8.79,1.134
4.28,Fm...       ,7.92,0.471
1.37,G6/G8III/IV ,8.81,1.002
8,K2/K3III+.. ,5.67,0.836
26.01,K0/K1V      ,8.71,0.891
99.9,            ,11.65,        
5.51,K1III       ,7.92,1.123
33.17,M...        ,10.12,1.274
7.2,F6V         ,8.69,0.524
4.28,Fm...       ,8.53,0.383
16.13,F0III       ,6.05,0.338
4.78,G8III       ,7.21,0.916
10.48,G5V         ,8.67,0.674
11.09,G3V         ,8.99,0.659
15.36,            ,12.05,        
4.9,K3III       ,7.02,1.399
10.95,G0/G1       ,9.92,        
5.34,A8V         ,8.34,0.279
2.25,K2II/III    ,8.53,1.362
5.15,K0IIIp      ,7.91,1.077
3.26,F0IV        ,8.69,0.625
7.35,B6IV        ,5.32,-0.126
3.61,F5IV/V      ,8.78,0.494
11.58,G8IV        ,7.65,0.834
1.4,K3III       ,8.25,1.51
6.75,F0V         ,8.31,0.354
2.9,G8/K0III    ,9.02,0.923
5.92,B4V         ,5.06,-0.108
13.52,F5V         ,7.56,0.47
5.94,F8V         ,8.92,0.59
2.67,F5IV/V      ,8.88,0.546
12.27,G6V         ,9.23,0.69
2.17,M2III       ,7.61,1.752
2.69,M           ,9.17,1.69
        ,            ,13.57,1.044
1.33,F0IV/V      ,9.45,0.553
7.13,            ,12.06,0.693
6.22,A0Vn        ,7.67,0.029
6.96,A2m...      ,7.65,0.222
4.64,B8IV        ,6.47,0.074
3.31,M...        ,9.49,1.095
9.05,A0V         ,6.47,0.044
-3.52,F:          ,10.21,0.493
4.17,G6IV        ,9.49,0.704
2.32,G1III/IV    ,8.24,0.71
4.01,K0III       ,8.93,1.134
5.66,A4IV        ,7.88,0.219
4.39,K           ,9.61,1.734
5.2,F5/F6V      ,9.1,0.502
5.07,A2V         ,8.9,0.297
1.31,K5          ,9.52,1.626
7.35,B9.5/A0V    ,6.34,-0.027
2.69,G8/K0III    ,8.36,1.044
12.49,G6IV/V+...  ,9.11,0.632
3.5,G8IIICN...  ,6.66,1.118
4.72,A1V         ,8.13,0.061
1.67,M1/M2III    ,7.46,1.762
3.69,A1IV/V      ,7.21,0.122
5.41,K0II/III    ,7.36,1.098
1.73,M0          ,9.24,1.579
3.04,A3V         ,8.49,0.191
6.52,F0II/III    ,7.94,0.397
18.64,G3V         ,8.03,0.666
2.75,G8/K0III    ,8.56,0.997
-3.01,G5          ,9.79,0.978
13.79,G0V         ,8.69,0.602
2.44,K5          ,9.26,1.179
5.64,K0IIICN...  ,7.6,1.071
56.76,G6V         ,6.59,0.749
7.14,G0V         ,8.82,0.592
3.74,F7/F8V      ,8.8,0.686
6.06,F5V         ,8.78,0.46
0.58,B9IIIp...   ,8.96,0.034
5.83,A5III/IV    ,8,0.266
2.59,K1III       ,8.8,1.355
3.96,K0III       ,7.66,1.025
7.62,F5V         ,9.08,0.511
0.71,K0          ,9.19,1.113
2.14,Fm...       ,7.85,0.362
4.89,F5IV/V      ,9.16,0.66
2.24,K5/M0III:   ,9.1,1.673
16.85,G8/K0IV/V   ,9.44,0.838
7.42,A0V         ,7.1,0.068
3.26,B5IV        ,5.97,-0.071
1.05,K4III       ,7.92,1.61
4.96,F8IV/V      ,8.68,0.581
-0.28,K0          ,9.36,0.993
4.16,A2V         ,8.89,0.278
9.83,F7V         ,8.98,0.51
3.42,            ,11.29,0.643
10.09,F7/F8V      ,9.05,0.57
5.31,A0/A1V      ,9.03,0.126
3.86,K0          ,9.36,1.223
4.61,K0III       ,7.39,1.011
3.55,K0III       ,8.16,1.098
2.04,K2III       ,8.36,1.341
4.23,G5IV/V      ,8.86,0.927
2.69,M2III       ,7.48,1.666
15.6,K3V         ,10.11,0.908
3.3,K5          ,9.14,1.312
5.48,F7/F8V      ,9.3,0.631
0.76,K4          ,8.75,1.661
0.71,            ,12.45,        
18.56,F8V         ,8.09,0.578
3.88,F3/F5IV/V   ,10.3,0.52
11.97,F8V         ,8.9,0.6
15.5,A8IIIm...   ,6.35,0.266
0.73,A2/3IIIs:   ,9.07,0.22
0.59,K1/K2III:   ,8.8,1.43
4.38,G8/K0III:   ,9.07,1.176
3.08,K2III       ,6.69,1.385
4.61,K1/K2III:   ,8.96,1.194
3.35,K3III       ,7.73,1.648
9.45,G0V         ,7.95,0.608
8.83,G3/G5III    ,9.16,0.726
13.58,F3IV/V      ,7.38,0.432
8.16,F8/G0V      ,9.49,0.633
6.92,F6V         ,8.69,0.498
6.78,A0/A1V      ,7.61,0.015
4.75,K0III/IV    ,7.87,1.17
7.94,K2III       ,7.3,1.14
1.94,K2II/III    ,6.36,1.46
0.9,K3III:      ,8.65,1.557
1.23,K1/K2III    ,9.09,1.238
27.6,            ,12.85,        
10.09,A7III/IV    ,6.96,0.201
7.31,A8V         ,7.8,0.278
10.72,G5          ,9.64,0.709
5.83,K5III       ,5.79,1.595
2.03,G5          ,9.24,0.766
6.86,G2V         ,9.58,0.587
5.8,K0III       ,8.1,0.979
13.44,A7Vn        ,6.11,0.145
1.99,K3III:      ,8.9,1.51
10.57,G1V         ,9.49,0.613
1.16,M0III:      ,8.6,1.696
6.66,K0III       ,6.34,0.913
2.89,A2m...      ,9.28,0.348
1.24,K5          ,9.26,1.488
6.95,A1V         ,7.51,0.02
8.82,F7V         ,8.48,0.5
4.55,G8/K0p...   ,7.99,1.085
2.31,A0Vn        ,8.76,0.109
16.64,F4IV        ,6.17,0.46
6.37,A8IV        ,8.14,0.302
2.6,A0IV        ,7.81,0.166
7.76,A7IV/V      ,8.01,0.228
5.56,F5IV        ,8.96,0.535
9.17,B9.5V       ,5.45,0.041
5.25,B8V         ,7.68,0.044
2.61,K2III       ,8.32,1.41
2.28,K3III       ,8.85,1.456
9.27,F5V         ,8.93,0.515
12.06,B9.5V       ,5.46,-0.076
9.72,G3IV/V      ,9.1,0.693
15.06,F5          ,11.86,        
3.52,A1V         ,7.86,0.149
3.92,K2III       ,8.59,1.232
4.94,            ,9.8,0.784
6.05,F7V         ,9.79,0.582
3.89,K2III       ,8.98,1.169
3.33,G5          ,8.98,0.99
2.57,K3III       ,8.97,1.292
6.14,A0V         ,7.03,-0.019
1.44,F0V         ,9.81,0.422
12.05,B5Vn        ,4.24,-0.123
8.8,G0V         ,9.2,0.573
2.34,            ,9.07,1.4
17.95,K0III/IV    ,6.38,0.894
11.46,K1III       ,7.61,1.091
3.18,A3V         ,8.4,0.224
6.86,G3V         ,9.65,0.609
11.88,G0V         ,8.81,0.605
8.34,F7V         ,9.51,0.537
16.72,F7V         ,7.9,0.517
3.45,K1III       ,7.16,1.201
1.67,M2          ,9.05,1.795
5.12,F5IV        ,9.49,0.434
5.05,K0III       ,7.71,1.093
3.84,K0III       ,7.92,1.135
1.38,K2III       ,8.9,1.54
0.13,M1III:      ,8.97,1.724
6.42,F8V         ,7.92,0.621
6.86,F3V         ,8.41,0.432
3.59,K3III       ,9,1.327
8.71,F5IV        ,7.64,0.476
3.05,K2/K3III:   ,8.52,1.375
5.02,F5V         ,9.27,0.508
11.41,G5V         ,8.6,0.682
4.15,K1III:      ,8.12,1.183
5.35,F5/F6V      ,9.6,0.494
-0.22,K2          ,9.47,1.23
3.72,K2III       ,7.57,1.264
1.15,K1:p...     ,9.23,1.179
3.63,G8III       ,7.55,0.882
8.26,G6/G8III    ,6.33,0.947
6.99,K1II/III+.. ,6.66,0.836
0.83,M0III:      ,8.78,1.849
1.07,K4/K5       ,9.15,1.72
2.98,K5III       ,8,1.742
5.43,G8III       ,7.26,1.003
11.18,G4III       ,5.27,0.981
6.38,K0/K1III    ,6.84,1.015
1.76,M1III       ,8.93,1.893
6.99,K2/K3III    ,5.54,1.281
0.95,M3III:      ,8.9,1.772
2.36,Ap...       ,7.53,0.031
7.67,K1/K2IV     ,10.15,0.841
2.01,F0V         ,10.09,0.349
2.25,K2II        ,7.71,1.304
5.21,B9.5V       ,7.85,0.053
10.02,F7V         ,8.47,0.505
10.23,A7V         ,6.05,0.229
8.68,K0III       ,7.31,1.036
3.76,Fp          ,12.57,        
5.21,A7III       ,7.41,0.316
1.35,A0/A1V      ,9.82,0.168
6.93,A4III/IV    ,7.32,0.248
23.84,G6V         ,8.65,0.778
8.18,A8V         ,7.56,0.218
7.93,K5III       ,3.83,1.433
5.18,G6IV        ,8.37,0.776
4.3,K0III       ,7.97,0.986
3.84,K0II        ,7.96,1.015
2.15,K1III       ,8.07,1.394
16.75,F5V         ,8.07,0.519
8.91,G0V         ,8.86,0.584
3.75,K3III       ,6.73,1.345
18.63,K0V         ,9.33,0.789
2.31,A2V         ,8.39,0.199
9.03,G2/G3V      ,9.63,0.705
4.11,F5IV/V      ,8.89,0.565
12.5,F5/F6V      ,7.88,0.475
13.17,G3V         ,9.09,0.653
2.6,B2V         ,7.7,-0.07
11.15,F5V         ,7.88,0.476
15.02,            ,7.79,0.441
2.67,G8/K0III:   ,9.22,1.042
8.08,G3V         ,9.14,0.66
13.13,F2II-III    ,5.67,0.298
8.69,F8/G0V      ,8.86,0.626
3.84,F8V         ,9.08,0.8
6.43,K1III       ,9.06,        
10.32,B9IV        ,5.46,-0.101
8.8,A0V         ,6.64,0.021
5.47,F5/F6Vw...  ,9.93,0.534
15.28,F5V         ,7.89,0.452
7.47,F3V         ,7.98,0.441
10.78,G2V         ,9.11,0.611
2.16,K5III       ,8.48,1.597
3.45,A3V         ,9.29,0.245
19.32,K5          ,10.87,0.956
7,F5wF0       ,9.17,0.429
11.18,F2IV/V      ,8.24,0.422
4.72,F0IV        ,7.55,0.327
20.44,K0IV SB     ,3.86,0.923
9.67,F6V         ,8.8,0.469
7.96,A1/A2V      ,7.36,0.061
7.08,F5IV/V      ,7.74,0.461
0.96,M1/M2III:   ,9.1,1.826
21.86,F8/G0V      ,6.84,0.576
21.07,K0V         ,8.87,0.809
3.92,F0V         ,8.97,0.398
7.14,G0IV/V      ,9.08,0.595
1.07,O9III       ,8.49,-0.1
2.51,F6V         ,9.88,0.525
5.29,Fm delta Del,8.01,0.541
11.71,A7V         ,7.07,0.205
4.1,B8III       ,6.04,-0.018
5.35,F3w         ,9.39,0.389
11.31,G0V         ,9.26,0.608
7.79,F7V         ,9.32,0.554
-0.77,F8IV        ,9.15,0.871
3.83,K1III       ,8.87,1.026
5.73,K1III       ,5.74,1.108
4.39,F0          ,9.62,0.349
0.65,K5          ,9.93,1.386
1.27,K3III       ,8.67,1.434
5.14,G8III/IV    ,8.64,0.972
10.48,A6III/IV    ,6.85,0.254
9.06,F3III       ,6.78,0.451
5.3,A0V         ,8.22,0.175
8.67,G2V         ,8.98,0.62
2.99,K1III       ,6.15,1.368
12.58,G2V         ,8.89,0.698
2.38,K0III       ,8.4,1.032
2.85,K2III       ,8.53,1.204
5.42,F3II        ,7.66,0.463
15.31,F6V         ,7.93,0.51
7.51,F3V         ,7.87,0.394
9.43,A9III/IV    ,7.48,0.272
1.06,A0Vn        ,9.02,0.13
2.56,B8/B9V      ,8.98,0.122
4.22,K0III       ,8.76,1.084
21.14,K0V         ,8.98,0.793
2.03,A0V         ,9.18,0.103
7.78,F6V         ,8.7,0.515
3.65,F6III       ,9.12,0.546
0.63,            ,11.28,0.972
17.22,G3V         ,8.02,0.657
2.84,K2III       ,8.48,1.213
11.54,F2IV/V      ,8.07,0.365
4.26,M5III       ,4.68,1.68
4.75,G8III       ,7.04,0.975
3.69,K2III       ,7.01,1.404
-0.42,Ap...       ,9.65,0.102
4.78,            ,11.95,        
4.78,G6IV/V      ,9.61,0.853
9.93,G8/K0IV/V   ,9.33,0.833
4.92,K3III       ,5.27,1.413
1.43,M2III       ,8.54,1.706
3.8,K3III       ,9.11,1.376
2.04,K3/K4III    ,8.74,1.669
16.93,K2III:      ,9.87,0.954
1.23,M0          ,8.83,1.62
6.17,K0III       ,6.63,1.075
7.93,A3mA5-A8    ,7.87,0.225
1.63,K0III       ,8.36,1.066
0.88,K0III       ,8.95,1.135
3.12,K1III       ,8.83,1.1
1.55,K2III       ,7.82,1.463
6.62,K0III       ,6.72,1.129
3.06,K0III       ,8.66,1.135
14.81,G5IV/V+...  ,7.89,0.669
4.37,K0III       ,7.94,1.145
7.89,M0III       ,4.11,1.58
8.95,A3V         ,7.18,0.156
7.4,A6V         ,7.95,0.21
8.36,K1IV/V      ,8.78,1.011
4.48,B9III       ,6.09,0.007
3.78,K1III       ,7.75,1.159
5.27,K0IIICN...  ,7.54,1.139
2.59,B9II        ,9.53,0.258
1.83,            ,9.19,1.205
9.23,K2/K3IIICN. ,6.34,1.234
2.18,K3III       ,8.57,1.684
3.03,K0III       ,8.97,1.091
4.17,K1/K2III    ,8.79,1.233
2.01,M2III       ,8.53,1.659
7.45,F5V         ,8.58,0.474
5.77,K1III       ,7.46,1.031
7.27,G6IV/V      ,10.2,0.677
13.05,            ,13.39,        
11.37,Fp          ,12.59,        
1.3,K3III       ,8.7,1.33
3.56,A3V         ,8.61,0.33
0.28,K5          ,9.03,1.613
5.62,K0III       ,7.67,1.158
17.94,G3V         ,8.71,0.66
3.1,K2IIICN...  ,7.49,1.216
7.4,G3IV        ,6.11,0.97
2.02,K0          ,9.19,1.132
8.58,F3V         ,8.42,0.437
2.14,K5          ,8.94,1.464
1.64,K3III       ,8.66,1.444
3.38,K3III       ,8.59,1.242
9.61,F0V         ,7.01,0.33
19.84,G8V         ,9.1,0.77
2.21,M5III       ,8.12,1.493
1.75,F8Ib        ,5.84,1.04
7.26,A0V         ,6.43,0.008
3.52,B9.5V       ,8.57,0.071
22.16,K0V         ,8.72,0.819
6.12,K2III       ,9.22,1.071
3.42,K0IIICN...  ,8.55,1.207
7.19,F3V         ,8.29,0.402
17.52,G5V         ,9.28,0.768
15.84,G0V         ,8.33,0.595
4.22,K2III       ,9.09,1.419
7.49,F3/F5IV/V   ,7.51,0.448
11.15,A4V         ,6.64,0.186
8.31,G3IV        ,8.81,0.67
2.96,K4III       ,7.34,1.628
4.56,K1IIICN...  ,8.97,1.109
0.81,A0/A1V      ,10.27,0.182
1.37,B9.5V       ,8.96,0.033
3.59,A3:m...     ,9.73,0.345
6.95,F5V         ,8.99,0.49
13.41,G8V         ,8.81,0.724
0.61,M2III       ,8.83,1.703
10.63,G8III       ,5.68,0.932
24.2,F5/F6IV/V   ,6.15,0.448
8.72,G0IV        ,8.62,0.611
1.4,B8III       ,8.54,-0.035
15.88,G2V         ,8.59,0.588
9.15,G3V         ,9.34,0.66
3.82,K0III       ,8.65,1.1
9.58,F5V         ,8.24,0.457
5.57,A6V         ,8.24,0.271
4.1,K2III       ,6.29,1.15
7.46,G6IV        ,9.3,0.784
1.47,K5III       ,8.05,1.729
1.37,B8V         ,10,-0.066
3.21,K3III       ,6.97,1.377
3.04,K5/M0III    ,6.29,1.517
3.74,G8/K0III    ,8.89,1.071
2.95,A1V         ,8.19,0.073
4.47,A7III/IV    ,8.17,0.412
19.96,K2V         ,9.99,0.875
2.21,Ap...       ,7.76,-0.021
27.93,K4V         ,9.37,1.006
4.75,Fp          ,12.31,        
3.29,K0III       ,8.26,1.108
13.49,G5          ,9.43,0.686
6.69,G5V         ,9.11,0.753
3.63,G8III       ,8.35,1.082
14.84,G3IV        ,8.81,0.708
1.86,K2III       ,8.8,1.172
6.44,A4III/IV    ,6.99,0.178
7.28,G6V         ,9.53,0.746
5.21,Fm...       ,9.3,0.353
8.95,B9Vn        ,4.88,-0.054
3.88,K2III       ,7.83,1.345
15.18,F7V         ,8.63,0.558
13.92,F7V         ,8.37,0.526
3.75,K3III       ,6.8,1.495
24.59,K3V         ,9.57,1.03
1.17,K3III       ,7.79,1.45
6.73,F6V         ,9.56,0.535
5.79,F0V         ,8.52,0.343
3.01,B5V         ,7.78,0.06
8.61,B/Ape       ,6.58,0.241
7.5,F5V         ,8.32,0.46
21.63,K5V         ,9.73,0.963
3.69,K2III       ,7.86,1.193
10.11,F8V         ,9.02,0.595
4.61,F7V         ,9.53,0.579
10.94,F2IV/V      ,7.67,0.401
2.82,A3m...      ,8.92,0.293
12.2,G5V         ,8.51,0.696
1.27,K2III       ,9.1,1.444
3.25,B9V         ,8.01,0.011
1.59,K4III       ,8.27,1.537
2.46,G8III       ,8.87,1.026
3.88,F2III       ,8.46,0.45
8.28,F6V         ,9.46,0.48
1.15,B7III       ,9.18,-0.049
13.46,F5V         ,8.21,0.498
13.36,F8V         ,8.99,0.558
16.89,K0          ,9.83,0.902
1.63,K0III       ,8.47,1.069
15.38,G8IV/V      ,9.08,0.751
11.42,G0V         ,8.78,0.593
1.76,M3III       ,8.27,1.718
3.3,G8III/IV    ,8.36,0.975
8.89,F8V         ,8.14,0.589
7.25,F8V         ,8.96,0.582
4.96,K0III       ,6.61,1.079
2.2,B9/B9.5IV/V ,7.68,0.012
6.11,G6IV/V      ,9.81,0.716
2.6,K2/K3III    ,7.62,1.297
1.66,F6/F7IV     ,9.7,0.479
6.78,F5IV/V      ,6.77,0.458
6.1,F3V         ,8.5,0.46
11.14,F8V         ,8.83,0.543
3.29,F0IV        ,9.41,0.464
1.3,K3III       ,8.07,1.378
6.41,K0III       ,7.78,1.248
5.91,F2V         ,9.61,0.434
11.82,F3IV        ,6.4,0.387
2.38,K0III       ,8.77,1.217
4.03,A1V         ,8.57,0.109
12.43,G8/K0IV/V   ,9.69,0.764
4.02,F0III       ,7.8,0.363
6.24,G1/G2V      ,10.03,0.681
4.56,A9/F0IV     ,8.97,0.287
2.93,A3m...      ,9.82,0.332
3.77,K1III       ,8.19,1.155
2.47,G2II        ,8.27,0.884
3.98,K2III       ,8.8,1.47
5.38,F7V         ,8.21,0.563
2.24,G8IV        ,8.8,1.088
1.88,K2/K3III:   ,9,1.393
20.59,K0          ,9.15,0.794
9.61,K2II        ,6.19,1.207
4.99,F6V         ,8.78,0.515
8.81,F7V         ,8.4,0.548
6.77,F8/G0V      ,9.15,0.549
11.64,Kp          ,10.61,        
8.84,F7V         ,9.4,0.492
5.14,K2III       ,8.21,1.139
19.29,F8/G0V      ,7.08,0.629
19.09,G5V         ,8.77,0.717
23.19,G2V         ,6.39,0.593
22.42,G8V         ,8.97,0.78
1.78,K5III       ,8.33,1.678
2.38,M0III       ,7.03,1.86
2.97,K5III       ,7.69,1.603
1.5,            ,8.9,0.975
1.3,K2III       ,9.11,1.221
1.18,M0          ,8.93,1.853
7.31,F7/F8V      ,9.22,0.583
37.22,K5V         ,9.05,1.154
10.67,G8V         ,9.36,0.737
6.96,G8IV/V      ,8.52,0.891
5.23,F5V         ,8.77,0.453
9.46,A7V         ,6.73,0.214
6.37,G8III/IV    ,6.74,0.931
2.85,K3III       ,8.48,1.507
4.66,F5IV        ,8.66,0.466
8.79,F5V         ,9.27,0.451
10.65,F5V         ,8.51,0.461
4.4,F5III       ,8.15,0.483
5.04,A5IV/V      ,7.51,0.284
-0.03,B3III       ,9.7,-0.009
4.34,F3/F5V      ,9.64,0.498
0.91,M0/M1III:   ,8.68,1.67
3.99,G8III       ,7.76,0.976
2.03,K1III       ,8.85,1.187
10.34,G5V         ,9.71,0.681
3.96,K0III       ,7.34,0.988
3.28,A3V         ,8.39,0.197
18.97,F8V         ,7.76,0.56
4.75,Ap...       ,8.92,0.17
4.26,K0          ,9.24,1.617
2.07,Ap...       ,9.19,-0.04
3.19,F2IV        ,9.52,0.475
1.81,            ,9.44,1.249
19.39,F6V         ,6.66,0.489
15.48,F7V         ,8,0.516
16.98,            ,8.2,0.524
2.5,K0/K1III    ,8.6,1.086
5.94,F6/F7IV     ,9.65,0.475
6.98,A6IV/V      ,7.57,0.219
1.42,M5          ,8.94,1.352
1.38,K2IIp       ,6.48,1.375
10.48,A5IV/V      ,6.39,0.231
4.08,F3V         ,9.04,0.485
3.91,K2III       ,8.62,1.317
4.98,K2III       ,6.05,1.08
5.7,A0pshe      ,8.44,0.369
5,F7V         ,8.86,0.571
1.23,M0          ,9.1,1.71
13.25,F8V         ,9.07,0.568
13.75,G3V         ,8,0.725
4.77,G1Iab:pe    ,10.64,1.144
2.84,M0III       ,6.72,1.728
2.83,K5          ,9.17,1.577
10.63,F7V         ,8.94,0.545
4.3,K0III       ,7.41,1.046
1.09,M2          ,8.79,1.582
2.03,K1III       ,8.42,1.13
13.4,A5III/IV    ,6.43,0.202
2.13,A0V         ,8.31,0.09
6.54,F0V         ,9.34,0.622
0.16,K2/K3III    ,9.1,1.462
2.91,Ap...       ,7.96,-0.064
-9.85,Fp          ,12.32,        
3.68,K1III       ,7.58,1.388
52.09,G           ,9.31,0.914
2.05,G6III       ,8.9,1.043
28.45,F6V         ,6.52,0.455
27.38,G5V         ,7.32,0.652
1.2,K3:         ,8.97,1.538
14.91,F7V         ,8.53,0.524
1.96,K2IICNp...  ,7.24,1.39
10.94,F3V         ,8.06,0.427
3.74,G8Ib/II     ,8.28,1.1
2.39,M5II/III    ,7.99,1.414
1.83,G8V:        ,9.27,0.92
8.89,F8V         ,8.43,0.614
5.23,K0III       ,7.71,1.163
4.7,A3m...      ,8.8,0.323
15.05,G3V         ,8.89,0.62
2.99,B8III       ,7.59,0.521
20.69,K0III       ,4.23,1.06
26,F3III       ,5.49,0.312
10.76,G3/G5V      ,9.54,0.596
2.19,G8III       ,8.4,1.014
6.62,A8IV/V      ,7.01,0.293
3.71,F5IV/V      ,8.74,0.473
21.22,K0III-IV    ,4.34,1.161
1.56,G8III/IV    ,9.08,1.031
1.43,G8III       ,8.61,1.038
2.42,G8III       ,8.83,1.004
1.49,K0III       ,8.84,1.233
6.59,F5V         ,8.43,0.471
1.46,A3V         ,8.11,0.162
0.38,B6V         ,8.46,0.071
2.85,K2/K3III    ,8.91,1.329
4.96,A3m...      ,9.59,0.347
7.5,F7V         ,8.63,0.557
2.95,K0IIICNII   ,8.64,1.183
6.02,F8V         ,9.09,0.571
4.68,K3III       ,5.96,1.397
3.04,K1IIICN...  ,8.45,1.125
47.22,K0III       ,3.73,1.008
34.02,F4III       ,5.51,0.438
31.49,G2V         ,5.82,0.681
5.52,F5V         ,9.4,0.512
5.31,K0III       ,6.84,1.077
7.19,F5III/IV    ,7.35,0.501
1.97,G8IIICN...  ,7.39,1.044
6.21,A3IV/V      ,8.01,0.13
3.25,B9IV        ,8.67,0.332
5.35,Fm...       ,7.31,0.382
37.91,K3IV        ,8.23,1
4.21,K0          ,8.93,1.1
3.75,K0III       ,8.9,1.415
6.55,            ,10,0.477
6.07,F2III       ,8.2,0.348
23.7,K3V         ,8.76,1.035
5.77,            ,12.16,        
3.35,F0IV        ,8.68,0.353
3.36,F3IV/V      ,9.76,0.431
3.14,K1III       ,8.14,1.128
2.91,A1IV        ,6.94,0.062
3.64,B8V         ,7.45,-0.039
1.37,A1V         ,8.94,0.134
1.98,G8III/IV    ,8.36,1.016
11.34,F7V         ,8.84,0.559
4.57,F7V         ,8.66,0.54
5.52,F5V         ,9.17,0.44
5.22,F2V         ,8.99,0.411
133.78,G2IV        ,2.82,0.618
3.39,K5III       ,7.73,1.81
4.19,G8III       ,8.76,1.101
12.28,G3V         ,9.02,0.669
2.65,K2III       ,8.34,1.268
4.87,K0III       ,7.3,1.117
1.96,K2/K3III    ,8.57,1.472
2.88,B5V         ,8.33,-0.026
3.55,K3III       ,7.54,1.35
5.7,F3IV        ,8.63,0.378
19.35,F6V         ,7.87,0.552
5.57,K1IIIp      ,7.73,1.102
3.88,K3III       ,6.98,1.515
7.21,F3IV/V      ,8.38,0.404
0.83,F7V         ,8.7,0.548
8.84,F6IV        ,9.5,0.522
8.07,F7V         ,9.48,0.569
4.45,K3III       ,7.26,1.668
1.49,A8/A9IV/V   ,9.69,0.539
2.74,K1III       ,8.88,1.238
27.34,            ,10,1.11
3.63,Ap...       ,6.44,-0.024
1.16,M0          ,9.01,1.626
7.66,G2/G3V      ,9.02,0.651
13.98,G5IV/V      ,7.94,0.715
5.76,F0/F2V      ,9.56,0.6
3.72,G8II        ,5.92,1.052
7,F5V         ,8.99,0.499
5.3,A0V         ,8.55,0.096
3.67,K0III       ,8.31,1.085
4.35,B4V         ,8,0.435
5.37,F0          ,9.39,0.335
3.37,A1V         ,8.07,0.074
2.16,A1V         ,8.09,0.031
2.67,F3V         ,9.02,0.521
3.5,            ,10.88,0.581
4.13,A1V         ,6.83,0.028
1.38,K4III       ,8.09,1.598
2.28,K2III       ,8.26,1.37
2.47,A0V         ,10.26,0.04
2.93,K1III       ,8.19,1.111
3.96,B9V         ,8.73,0.25
4.36,A1V         ,7.16,0.067
3.66,K5          ,9.42,1.322
6.18,A1V         ,6.85,0.059
2.99,A2V         ,7.62,0.127
14.77,K2III       ,4.78,1.254
5.24,F6/F7V      ,9.68,0.56
5.75,A3Vs        ,8.23,0.144
3.06,K1III       ,8.64,1.171
4.88,F5V         ,9.39,0.469
9.54,F3V         ,6.93,0.402
8.3,A6V         ,7.94,0.245
9.81,A7V         ,6.73,0.109
9.43,G0V         ,8.88,0.566
2.79,A3IV        ,8.88,0.254
4.71,B9.5V       ,8.09,0.031
5.03,A7IV        ,7.53,0.233
16.91,K5          ,10.17,0.934
2.08,B9V         ,9.42,-0.026
-0.99,Gp          ,11.45,        
2.65,B9V         ,9.38,0.3
13.64,G0IV        ,7.87,0.556
26.13,K3V         ,8.81,0.94
